557,658,600
600,497,557
658,372,600
600,503,497
372,503,600
372,742,503
658,910,372
503,130,497
742,391,503
372,304,742
910,304,372
910,669,304
658,654,910
503,391,130
391,800,130
742,8,391
304,904,742
669,72,304
910,654,669
654,65,669
391,950,800
8,950,391
8,900,950
742,904,8
304,72,904
72,947,904
669,383,72
65,308,669
900,491,950
72,344,947
383,344,72
383,14,344
669,308,383
308,891,383
65,52,308
491,833,950
900,550,491
344,766,947
14,49,344
383,891,14
891,751,14
308,52,891
52,751,891
52,641,751
491,454,833
550,454,491
550,796,454
900,140,550
766,774,947
344,49,766
49,265,766
14,868,49
751,21,14
641,21,751
641,752,21
52,191,641
454,700,833
796,804,454
550,140,796
140,825,796
766,58,774
265,58,766
265,424,58
49,868,265
868,424,265
868,754,424
14,492,868
21,492,14
21,563,492
752,563,21
752,179,563
641,653,752
191,653,641
454,804,700
804,35,700
796,239,804
825,232,796
140,875,825
58,922,774
424,354,58
754,74,424
868,492,754
492,563,754
563,837,754
179,759,563
752,653,179
653,66,179
35,921,700
804,109,35
239,109,804
239,32,109
796,232,239
232,942,239
825,332,232
875,182,825
922,875,774
58,724,922
354,819,58
424,871,354
74,871,424
74,446,871
754,446,74
754,837,446
837,455,446
563,759,837
759,455,837
759,413,455
179,66,759
66,413,759
66,716,413
921,102,700
35,102,921
35,898,102
109,764,35
32,175,109
232,785,942
332,835,232
825,182,332
182,10,332
875,192,182
922,403,875
724,403,922
724,30,403
58,819,724
819,892,724
354,760,819
871,185,354
446,398,871
455,88,446
413,88,455
413,668,88
716,668,413
35,352,898
764,114,35
109,175,764
175,114,764
175,942,114
32,604,175
785,445,942
835,708,232
332,767,835
10,767,332
182,706,10
192,952,182
875,403,192
403,477,192
724,892,30
892,269,30
819,598,892
760,518,819
354,895,760
185,895,354
185,203,895
871,398,185
398,203,185
398,28,203
446,88,398
88,869,398
668,297,88
352,735,898
35,114,352
114,883,352
942,883,114
942,445,883
445,755,883
175,305,942
604,785,175
785,267,445
767,913,835
182,952,706
952,192,706
192,477,706
477,633,706
403,615,477
269,664,30
892,598,269
598,715,269
819,518,598
518,715,598
518,802,715
760,201,518
895,201,760
895,728,201
203,728,895
203,115,728
28,115,203
28,258,115
398,869,28
869,258,28
869,6,258
88,297,869
297,6,869
297,637,6
668,637,297
352,439,735
883,793,352
755,106,883
445,267,755
267,375,755
305,32,942
175,613,305
785,883,175
785,375,267
785,39,375
913,731,835
767,680,913
633,680,706
477,664,633
615,30,477
664,477,30
269,155,664
715,552,269
802,382,715
518,201,802
201,158,802
728,158,201
728,69,158
115,876,728
258,876,115
258,16,876
6,16,258
6,468,16
637,838,6
439,43,735
352,793,439
793,888,439
883,533,793
755,206,106
375,206,755
305,613,32
785,206,883
785,731,39
731,708,835
913,39,731
680,633,913
767,10,680
10,706,680
664,943,633
615,403,30
155,943,664
155,797,943
269,552,155
552,248,155
715,382,552
382,471,552
802,460,382
158,460,802
158,98,460
69,98,158
69,469,98
728,876,69
876,245,69
16,498,876
468,546,16
6,838,468
838,438,468
439,561,43
888,561,439
888,834,561
793,533,888
533,106,888
206,124,106
785,708,731
943,913,633
943,129,913
797,129,943
797,41,129
155,41,797
155,248,41
248,705,41
552,705,248
552,798,705
382,460,471
460,877,471
98,738,460
469,738,98
469,696,738
69,245,469
245,696,469
245,96,696
876,498,245
498,739,245
16,739,498
16,546,739
546,554,739
468,438,546
438,673,546
561,907,43
834,548,561
106,834,888
106,124,834
124,548,834
124,843,548
206,927,124
129,723,913
41,811,129
705,769,41
798,261,705
552,471,798
471,261,798
471,578,261
460,738,877
738,141,877
696,327,738
96,249,696
245,918,96
739,918,245
739,554,918
554,96,918
554,794,96
546,673,554
673,665,554
438,77,673
907,273,43
561,548,907
548,753,907
843,753,548
843,896,753
124,84,843
927,37,124
206,368,927
723,634,913
129,542,723
811,542,129
811,540,542
41,769,811
769,540,811
769,172,540
705,591,769
261,591,705
261,578,591
578,906,591
471,877,578
141,933,877
738,327,141
327,246,141
696,249,327
249,246,327
249,749,246
96,329,249
794,329,96
794,953,329
554,665,794
665,429,794
673,849,665
77,849,673
77,476,849
907,770,273
753,770,907
753,896,770
896,243,770
843,123,896
84,123,843
84,783,123
37,763,124
927,368,37
368,353,37
634,560,913
723,611,634
542,370,723
540,635,542
172,717,540
769,591,172
591,373,172
906,373,591
906,157,373
578,338,906
933,675,877
141,306,933
246,306,141
246,640,306
749,132,246
249,329,749
329,953,749
953,510,749
794,429,953
429,823,953
665,849,429
849,190,429
476,190,849
476,874,190
770,672,273
243,672,770
243,901,672
896,420,243
123,420,896
123,543,420
783,543,123
783,236,543
84,732,783
763,128,124
37,411,763
353,541,37
368,29,353
560,39,913
560,276,39
634,611,560
611,422,560
723,370,611
370,195,611
542,635,370
635,564,370
540,717,635
717,564,635
717,159,564
172,373,717
373,639,717
157,639,373
157,385,639
906,387,157
338,480,906
578,480,338
933,652,675
306,652,933
306,640,652
640,450,652
246,132,640
132,778,640
749,510,132
510,778,132
510,553,778
953,144,510
823,144,953
823,874,144
429,190,823
874,823,190
243,606,901
420,606,243
420,627,606
543,627,420
543,298,627
236,298,543
236,272,298
783,272,236
783,211,272
732,211,783
732,832,211
84,763,732
128,84,124
763,84,128
411,897,763
37,541,411
541,389,411
353,189,541
29,915,353
368,276,29
276,375,39
276,368,375
560,422,276
422,29,276
422,167,29
611,167,422
611,195,167
195,912,167
370,845,195
564,845,370
564,656,845
159,589,564
717,639,159
639,690,159
385,690,639
385,286,690
157,177,385
387,177,157
387,3,177
906,480,387
