76,109,108,255
90,87,82,255
107,87,69,255
46,59,63,255
68,68,72,255
200,223,222,255
41,40,24,255
52,45,48,255
58,114,117,255
56,46,53,255
110,102,106,255
62,66,56,255
37,34,26,255
102,114,129,255
59,80,69,255
68,64,57,255
91,99,79,255
123,106,97,255
196,230,230,255
40,41,45,255
89,95,82,255
40,59,57,255
100,83,71,255
134,113,94,255
90,103,97,255
123,139,125,255
207,169,164,255
145,123,105,255
82,87,85,255
102,96,99,255
47,54,63,255
87,107,96,255
77,113,120,255
59,65,60,255
76,56,48,255
154,144,128,255
61,37,39,255
104,106,120,255
75,75,81,255
82,83,88,255
119,103,87,255
85,82,92,255
45,38,30,255
131,126,116,255
42,59,69,255
128,138,130,255
158,193,188,255
150,112,101,255
190,152,159,255
81,101,96,255
159,125,126,255
117,118,120,255
106,128,125,255
150,139,128,255
88,89,103,255
56,60,70,255
69,65,66,255
17,29,55,255
80,97,90,255
119,83,69,255
76,127,133,255
118,83,59,255
68,67,67,255
103,125,113,255
104,145,140,255
26,62,67,255
38,50,58,255
59,67,76,255
74,90,86,255
76,81,72,255
75,42,54,255
30,30,42,255
38,79,76,255
193,231,238,255
91,94,83,255
122,91,83,255
114,86,70,255
45,75,61,255
84,85,77,255
105,112,127,255
79,81,71,255
86,79,69,255
73,72,80,255
65,69,69,255
74,67,58,255
107,103,84,255
56,55,55,255
140,141,137,255
67,66,60,255
71,59,56,255
93,89,96,255
57,46,58,255
130,94,100,255
80,62,51,255
100,106,84,255
112,87,63,255
110,117,110,255
105,94,86,255
101,90,88,255
87,69,55,255
52,34,46,255
118,111,88,255
136,119,105,255
70,41,24,255
77,54,62,255
193,183,176,255
88,94,99,255
100,79,70,255
67,38,35,255
60,85,99,255
95,88,83,255
122,106,90,255
30,36,47,255
211,233,227,255
79,80,83,255
106,109,86,255
156,187,171,255
111,89,71,255
99,81,68,255
87,75,62,255
45,30,36,255
89,53,57,255
68,68,69,255
100,94,85,255
72,76,77,255
109,94,88,255
135,124,124,255
210,186,148,255
104,89,86,255
47,58,83,255
56,99,107,255
82,80,88,255
103,138,139,255
65,60,72,255
179,134,136,255
89,89,65,255
119,77,58,255
98,80,92,255
39,36,52,255
27,55,67,255
52,89,95,255
65,64,80,255
30,18,30,255
59,50,61,255
51,81,72,255
133,109,89,255
91,80,91,255
84,97,106,255
39,46,47,255
61,60,61,255
152,158,139,255
77,51,47,255
55,46,51,255
173,136,121,255
81,96,82,255
103,102,105,255
56,57,53,255
88,89,99,255
101,101,93,255
130,128,129,255
75,78,75,255
223,244,238,255
121,70,56,255
132,100,110,255
149,165,160,255
130,109,91,255
65,63,69,255
78,84,99,255
140,97,80,255
85,77,74,255
112,114,124,255
44,44,44,255
94,88,101,255
132,113,93,255
152,177,158,255
67,68,73,255
205,198,195,255
35,31,45,255
45,45,35,255
28,39,49,255
34,39,54,255
69,37,28,255
89,96,104,255
113,90,60,255
27,29,45,255
104,107,91,255
131,119,109,255
44,36,36,255
104,103,95,255
95,87,93,255
50,76,57,255
45,62,53,255
75,83,94,255
114,107,114,255
67,65,70,255
122,108,116,255
35,35,43,255
173,162,152,255
148,109,119,255
128,85,62,255
120,151,145,255
126,123,121,255
102,93,93,255
54,59,49,255
50,38,32,255
49,51,51,255
37,35,41,255
98,48,36,255
85,99,115,255
66,62,77,255
95,78,83,255
51,54,65,255
67,74,73,255
36,28,24,255
157,125,122,255
87,91,98,255
66,82,83,255
84,77,71,255
63,65,89,255
59,63,85,255
172,161,152,255
160,164,140,255
51,69,100,255
98,137,137,255
45,38,43,255
57,57,68,255
102,122,121,255
15,24,42,255
117,164,170,255
96,77,61,255
115,99,99,255
145,169,153,255
123,133,141,255
82,73,72,255
134,86,88,255
79,82,85,255
104,116,111,255
29,42,60,255
100,92,85,255
91,116,123,255
118,112,93,255
167,178,175,255
161,143,139,255
116,109,97,255
155,136,122,255
56,67,57,255
98,136,137,255
